Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,04/06/2024 06:09,Treadmill Running,3,197,00:17:46,143,163,2.6,170,181,05:55,04:30,--,--,1.09,8.5,9.2,254,--,--,0,--,--,"3,022",--,No,01:15.4,4,--,--,--,--,00:17:32,00:17:46,--,--
Running,01/06/2024 05:30,Tangerang - W12-D1,30.21,"1,799",02:39:01,152,178,5,178,200,05:16,04:14,73,73,1.06,8.1,8.6,245,05:17,--,0,--,--,"28,252",--,No,00:01.0,32,--,--,--,--,02:38:46,02:40:39,24,39
Running,30/05/2024 06:07,Tangerang - W11-D4,17.01,"1,047",01:33:22,152,179,4.7,176,187,05:29,04:16,11,11,1.03,8.4,8.6,250,05:30,--,0,--,--,"16,410",--,No,00:02.2,18,--,--,--,--,01:33:18,01:33:22,35,39
Running,28/05/2024 06:19,Tangerang Running,6.02,353,00:45:05,122,132,2,171,176,07:30,05:39,4,3,0.78,10,7.8,276,07:31,--,0,--,--,"7,702",--,No,00:07.2,7,--,--,--,--,00:45:02,00:45:05,36,41
Running,27/05/2024 05:50,Tangerang - W11-D2,16.01,953,01:20:57,157,183,4.9,176,184,05:03,03:43,11,10,1.12,8.1,9,243,05:04,--,0,--,--,"14,216",--,No,00:03.0,17,--,--,--,--,01:20:51,01:20:57,35,40
Running,25/05/2024 04:33,Tangerang - W11- D1,28.01,"1,633",02:32:06,145,156,4.6,175,194,05:26,04:23,18,37,1.04,8.4,8.8,250,05:27,--,0,--,--,"26,636",--,No,00:02.8,29,--,--,--,--,02:31:53,02:36:31,36,44
Running,23/05/2024 06:26,Tangerang - W10-D4,12.01,724,01:06:13,146,172,3.8,177,183,05:31,04:13,7,6,1.02,8.4,8.6,250,05:31,--,0,--,--,"11,652",--,No,00:02.8,13,--,--,--,--,01:06:07,01:06:13,34,40
Running,21/05/2024 06:26,Tangerang - W10-D3,6.35,377,00:45:03,123,130,2.1,172,177,07:06,05:33,4,2,0.82,9.7,7.9,271,07:06,--,0,--,--,"7,726",--,No,00:02.7,8,--,--,--,--,00:45:00,00:45:13,36,39
Treadmill Running,20/05/2024 06:05,Treadmill Running,13,763,01:07:06,156,179,4.6,175,184,05:10,03:10,--,--,1.12,8.1,9.1,245,--,--,0,--,--,"11,740",--,No,01:14.6,14,--,--,--,--,01:07:02,01:07:06,--,--
Running,18/05/2024 05:12,Tangerang - W10-D1,30.02,"1,760",02:42:18,150,175,5,174,187,05:24,04:09,17,15,1.06,8.4,9,252,05:25,--,0,--,--,"28,100",--,No,00:04.6,31,--,--,--,--,02:42:05,02:50:01,35,43
Running,16/05/2024 06:12,Tangerang - W9-D4,14.01,843,01:18:14,146,175,4.1,175,181,05:35,04:02,11,32,1.02,8.6,8.7,253,05:35,--,0,--,--,"13,648",--,No,00:02.6,15,--,--,--,--,01:18:09,01:18:14,35,39
Running,14/05/2024 06:10,Tangerang - W9-D3,6.42,386,00:45:03,124,131,2.2,175,181,07:01,06:17,9,4,0.81,9.5,7.7,268,07:00,--,0,--,--,"7,848",--,No,00:02.6,8,--,--,--,--,00:45:00,00:45:03,30,40
Running,13/05/2024 05:45,Tangerang - W9-D2,16.01,973,01:22:46,160,184,5,172,181,05:10,03:41,11,10,1.12,8.4,9.3,250,05:10,--,0,--,--,"14,190",--,No,00:02.3,17,--,--,--,--,01:22:42,01:22:53,34,39
Running,11/05/2024 05:45,Tangerang - W9-D1,28.01,"1,721",02:31:02,154,167,5,175,188,05:24,04:34,16,42,1.06,8.4,8.8,250,05:24,--,0,--,--,"26,354",--,No,00:02.7,29,--,--,--,--,02:30:48,02:38:42,28,34
Running,09/05/2024 05:51,Tangerang - W8-D4,12.01,728,01:06:38,147,172,3.9,174,181,05:33,04:13,7,33,1.04,8.6,8.8,254,05:33,--,0,--,--,"11,526",--,No,00:03.7,13,--,--,--,--,01:06:34,01:06:38,35,39
Running,07/05/2024 06:08,Tangerang - W8-D3,5.79,334,00:45:03,125,131,1.9,168,173,07:47,05:52,7,5,0.77,10.3,7.9,283,07:48,--,0,--,--,"7,532",--,No,00:03.1,7,--,--,--,--,00:45:00,00:45:03,35,39
Treadmill Running,06/05/2024 06:12,Treadmill Running,13,812,01:07:25,161,182,5,173,183,05:11,03:08,--,--,1.05,8.6,8.9,254,--,--,0,--,--,"11,594",--,No,02:06.6,13,--,--,--,--,01:07:13,01:07:25,--,--
Running,04/05/2024 05:55,Tangerang Running,11.01,676,01:00:07,149,163,3.7,171,184,05:28,04:19,9,6,1.07,8.6,9.2,256,05:28,--,0,--,--,"10,280",--,No,00:01.6,12,--,--,--,--,00:59:58,01:03:25,35,39
Treadmill Running,02/05/2024 07:12,Treadmill Running,12,732,01:07:55,153,176,4.1,173,181,05:40,04:09,--,--,1.05,8.6,9,254,--,--,0,--,--,"11,688",--,No,01:55.4,13,--,--,--,--,01:07:40,01:07:55,--,--
Running,30/04/2024 06:18,Tangerang - W7-D3,5.79,336,00:45:03,123,130,1.9,172,179,07:47,06:28,4,4,0.75,10.1,7.5,277,07:48,--,0,--,--,"7,720",--,No,00:03.2,7,--,--,--,--,00:45:00,00:45:10,35,39
Treadmill Running,29/04/2024 06:05,Treadmill Running,13,727,01:06:31,152,169,3.9,178,189,05:07,03:14,--,--,1.32,7.2,9.5,224,--,327,0,323,424,"11,818",--,No,03:26.2,16,--,--,--,--,01:06:16,01:06:31,--,--
Running,27/04/2024 05:35,Tangerang - W7-D1,24.01,"1,469",02:10:19,153,170,4.8,176,187,05:26,04:29,15,14,1.04,8.3,8.6,248,05:26,--,0,--,--,"22,990",--,No,00:03.6,25,--,--,--,--,02:10:08,02:14:57,35,44
Running,25/04/2024 05:55,Tangerang - W6-D4,12.01,721,01:06:54,147,168,3.9,173,183,05:34,04:12,8,9,1.04,8.7,8.9,255,05:35,--,0,--,--,"11,512",--,No,00:03.3,13,--,--,--,--,01:06:50,01:06:54,35,39
Running,23/04/2024 06:11,Tangerang - W6-D3,6.15,360,00:45:03,123,135,2.1,174,180,07:19,06:13,4,3,0.78,9.7,7.6,270,07:21,--,0,--,--,"7,848",--,No,00:03.5,8,--,--,--,--,00:45:00,00:45:03,34,38
Running,22/04/2024 06:09,Tangerang - W6-D2,10.79,562,00:55:31,140,165,3.2,176,183,05:09,04:04,7,8,1.1,8.2,8.9,245,05:09,--,0,--,--,"9,732",--,No,00:03.3,12,--,--,--,--,00:55:28,00:55:32,36,42
Running,20/04/2024 05:57,Tangerang - W6-D1,20.01,"1,162",01:47:49,146,160,4.1,178,188,05:23,04:23,12,12,1.04,8.2,8.5,246,05:24,--,0,--,--,"19,160",--,No,00:02.6,21,--,--,--,--,01:47:40,01:53:03,34,39
Running,18/04/2024 06:15,Tangerang - W5-D4,10.01,601,00:53:08,150,175,3.9,180,190,05:18,04:06,5,5,1.04,8.1,8.5,244,05:19,--,0,--,--,"9,520",--,No,00:02.5,11,--,--,--,--,00:53:05,00:53:08,35,39
Running,16/04/2024 06:09,Tangerang - W5-D3,6.65,390,00:45:05,122,130,2.3,175,181,06:47,05:30,5,2,0.84,9.3,7.8,265,06:47,--,0,--,--,"7,892",--,No,00:04.9,8,--,--,--,--,00:45:03,00:45:05,29,33
Running,15/04/2024 05:51,Tangerang - W5-D2,13.01,774,01:10:43,148,172,4.1,175,184,05:26,04:01,11,6,1.04,8.4,8.7,250,05:27,--,0,--,--,"12,384",--,No,00:03.0,14,--,--,--,--,01:10:34,01:10:50,28,34
Running,13/04/2024 05:14,Tangerang - W5-D1,20.01,"1,161",01:47:34,148,160,4.3,178,214,05:22,04:12,15,15,1.04,8.2,8.5,246,05:23,--,0,--,--,"19,126",--,No,00:03.3,21,--,--,--,--,01:47:25,01:51:43,29,35
Running,11/04/2024 06:05,Tangerang - W4-D4,10.02,576,00:53:09,146,170,3.7,176,183,05:18,04:14,5,7,1.07,8.3,8.8,248,05:19,--,0,--,--,"9,304",--,No,00:04.4,11,--,--,--,--,00:53:07,00:53:09,37,41
Running,09/04/2024 06:16,Tangerang - W4-D3,6.35,372,00:45:02,123,131,2.2,175,181,07:06,06:38,6,4,0.81,9.6,7.7,268,07:06,--,0,--,--,"7,838",--,No,00:02.3,8,--,--,--,--,00:45:01,00:45:02,36,40
Running,08/04/2024 05:48,Tangerang - W4-D2,13.01,755,01:11:01,146,166,3.9,173,186,05:27,04:11,8,6,1.06,8.6,9,253,05:28,--,0,--,--,"12,252",--,No,00:04.2,14,--,--,--,--,01:10:53,01:11:01,36,41
Running,06/04/2024 05:34,Tangerang - W4-D1,18.01,"1,016",01:37:17,146,157,4.1,177,186,05:24,04:47,13,10,1.04,8.3,8.6,247,05:25,--,0,--,--,"17,218",--,No,00:03.4,19,--,--,--,--,01:37:06,01:42:40,36,43
Running,04/04/2024 06:02,Tangerang - W3-D4,10.01,595,00:57:56,144,166,3.6,177,185,05:47,04:39,10,6,0.97,8.6,8.4,253,05:48,--,0,--,--,"10,206",--,No,00:03.4,11,--,--,--,--,00:57:52,00:57:56,36,45
Running,02/04/2024 06:13,Tangerang - W3-D3,6.32,367,00:45:03,123,129,2.3,175,181,07:08,06:38,6,5,0.8,9.6,7.6,268,07:09,--,0,--,--,"7,882",--,No,00:02.8,8,--,--,--,--,00:44:58,00:45:03,36,40
Running,01/04/2024 05:57,Tangerang - W3-D2,13.01,758,01:12:39,148,163,4.2,175,181,05:35,04:36,11,10,1.02,8.6,8.7,253,05:36,--,0,--,--,"12,664",--,No,00:02.4,14,--,--,--,--,01:12:36,01:12:39,35,40
Running,30/03/2024 05:41,Tangerang - W3-D1,16.01,933,01:29:02,150,162,4.1,175,181,05:34,05:10,13,10,1.02,8.5,8.7,252,05:34,--,0,--,--,"15,580",--,No,00:03.5,17,--,--,--,--,01:28:56,01:30:11,35,42
Running,28/03/2024 05:46,Tangerang - W2-D4,14.01,808,01:25:34,138,156,3.5,178,185,06:06,05:12,14,10,0.91,8.8,8,255,06:07,--,0,--,--,"15,196",--,No,00:03.7,15,--,--,--,--,01:25:29,01:25:34,35,44
Running,26/03/2024 05:59,Tangerang - W2-D3,6.84,392,00:45:03,127,134,2.5,176,184,06:35,06:15,3,26,0.86,9.2,7.9,262,06:36,--,0,--,--,"7,922",--,No,00:02.7,8,--,--,--,--,00:45:01,00:45:03,29,31
Running,25/03/2024 05:59,Tangerang - W2-D2,6.6,375,00:39:36,139,165,3,176,200,06:00,02:35,7,3,0.93,8.9,8.1,256,06:01,--,0,--,--,"6,888",--,No,00:02.7,25,--,--,--,--,00:39:30,00:39:36,35,39
Running,23/03/2024 05:25,Tangerang Running,14.01,787,01:17:11,148,157,3.9,176,187,05:31,04:52,5,5,1.02,8.4,8.6,250,05:31,--,0,--,--,"13,574",--,No,00:03.4,15,--,--,--,--,01:17:05,01:17:55,29,32
Running,21/03/2024 06:04,Tangerang Running,10.01,546,00:55:50,143,152,3.4,178,184,05:35,05:04,5,3,1,8.4,8.4,249,05:35,256,0,254,292,"9,922",--,No,00:03.8,11,--,--,--,--,00:55:48,00:55:50,33,39
Running,09/03/2024 05:20,Tangerang Running,11.46,490,01:07:29,138,156,--,178,184,05:53,05:01,85,83,0.96,--,--,--,--,--,0,--,--,"12,014",--,No,02:31.2,12,--,--,--,--,01:07:24,01:07:43,26,36
Running,03/03/2024 09:12,Shinjuku Ward - Tokyo Marathon,42.99,"2,728",03:30:04,176,210,5,183,198,04:53,03:20,86,105,1.12,7.6,8.5,233,04:53,--,0,--,--,"38,260",--,No,04:12.6,43,--,--,--,--,03:29:53,03:30:08,2,35
Running,01/03/2024 20:51,Shinjuku Ward Running,5.01,325,00:30:47,145,182,2.7,177,191,06:09,03:59,17,14,0.91,8.7,7.9,254,06:08,--,0,--,--,"5,466",--,No,00:02.5,6,--,--,--,--,00:30:41,00:33:56,29,37
Treadmill Running,28/02/2024 06:10,Treadmill Running,6.01,352,00:32:17,148,171,3.1,174,182,05:22,05:05,--,--,0.85,9.3,7.9,264,--,--,0,--,--,"5,622",--,No,04:52.2,5,--,--,--,--,00:32:09,00:32:17,--,--
Running,27/02/2024 05:41,Tangerang - W14-D3,6.12,386,00:42:04,139,168,2.4,176,188,06:52,04:43,4,2,0.82,9.3,7.6,264,06:53,--,0,--,--,"7,398",--,No,00:04.0,13,--,--,--,--,00:42:01,00:42:04,36,39
Running,26/02/2024 05:48,Tangerang - W14-D2,9.54,559,00:50:53,151,201,3.6,176,190,05:20,04:00,5,3,1.05,8.3,8.5,245,05:21,--,0,--,--,"9,018",--,No,00:02.7,11,--,--,--,--,00:50:49,00:51:14,36,39
Running,24/02/2024 05:09,Tangerang - W14-D1,16.02,938,01:23:42,148,168,3.7,178,186,05:14,03:55,11,27,1.07,8.1,8.7,244,05:14,--,0,--,--,"14,852",--,No,00:03.9,17,--,--,--,--,01:23:38,01:25:06,35,44
Running,22/02/2024 06:04,Tangerang - W13-D4,10.01,590,00:51:11,148,171,3.6,178,190,05:07,04:05,10,17,1.09,8,8.6,241,05:07,--,0,--,--,"9,112",--,No,00:03.1,11,--,--,--,--,00:51:08,00:51:11,36,45
Running,20/02/2024 06:01,Tangerang Running,6.14,401,00:40:01,138,171,2.7,177,187,06:31,05:13,4,4,0.85,9,7.7,258,06:33,--,0,--,--,"7,124",--,No,00:51.7,7,--,--,--,--,00:39:58,00:41:13,34,38
Running,19/02/2024 05:57,Tangerang - W13-D2,11.57,669,01:00:29,149,178,3.7,175,188,05:14,04:02,8,17,1.09,8.2,8.8,245,05:14,--,0,--,--,"10,606",--,No,00:03.1,13,--,--,--,--,01:00:25,01:00:37,36,40
Running,17/02/2024 05:18,Tangerang - W13-D1,24.01,"1,392",02:07:22,147,172,4.2,180,189,05:18,04:05,14,12,1.04,8.1,8.4,243,05:19,--,0,--,--,"22,826",--,No,00:03.2,25,--,--,--,--,02:07:16,02:12:38,35,39
Running,15/02/2024 05:54,Tangerang - W12-D4,10.01,594,00:51:43,149,173,3.6,177,187,05:10,04:08,8,6,1.08,8,8.7,243,05:11,--,0,--,--,"9,172",--,No,00:04.8,11,--,--,--,--,00:51:39,00:51:43,34,38
Running,13/02/2024 05:50,Tangerang - W12-D2,13.54,791,01:07:55,157,190,4.5,175,191,05:01,03:44,8,9,1.13,8.1,8.9,242,05:02,--,0,--,--,"11,890",--,No,00:03.3,15,--,--,--,--,01:07:52,01:08:18,34,38
Running,11/02/2024 05:49,Tangerang Running,6.07,353,00:40:23,118,128,2.1,174,182,06:39,05:39,5,4,0.86,9.3,8,265,06:40,--,0,--,--,"7,028",--,No,00:26.3,7,--,--,--,--,00:40:21,00:40:23,35,38
Running,09/02/2024 03:34,Tangerang - W12-D1,33.01,"1,933",02:56:07,143,172,4.8,177,187,05:20,04:06,16,16,1.05,8.2,8.7,246,05:21,--,0,--,--,"31,096",--,No,00:02.9,34,--,--,--,--,02:55:57,03:04:02,35,41
Running,07/02/2024 05:27,Tangerang - W11-D4,17.01,997,01:31:00,146,171,3.9,177,188,05:21,04:06,12,9,1.05,8.2,8.6,246,05:21,--,0,--,--,"16,122",--,No,00:03.1,18,--,--,--,--,01:30:55,01:31:00,34,38
Treadmill Running,06/02/2024 06:23,Treadmill Running,5.61,317,00:40:15,126,132,2,176,186,07:10,06:23,--,--,0.77,9.6,7.4,267,--,--,0,--,--,"7,100",--,No,03:17.2,6,--,--,--,--,00:40:14,00:40:15,--,--
Running,05/02/2024 06:07,Tangerang Running,16,938,01:19:40,155,183,4.4,175,184,04:59,03:41,13,10,1.14,8.1,9.1,243,04:59,--,0,--,--,"13,902",--,No,00:00.9,17,--,--,--,--,01:19:35,01:19:48,35,40
Running,03/02/2024 05:46,Tangerang Running,28.01,"1,683",02:31:19,154,165,4.6,176,194,05:24,04:30,17,15,1.05,8.3,8.7,249,05:25,--,0,--,--,"26,556",--,No,00:03.2,29,--,--,--,--,02:31:08,02:37:24,34,42
Running,01/02/2024 05:54,Tangerang - W10-D4,12.01,739,01:06:47,152,179,3.8,172,180,05:34,04:14,9,7,1.04,8.6,8.9,255,05:34,--,0,--,--,"11,492",--,No,00:03.2,13,--,--,--,--,01:06:43,01:06:47,36,43
Treadmill Running,30/01/2024 06:48,Treadmill Running,5.31,296,00:40:14,123,128,1.6,172,178,07:35,05:31,--,--,0.97,8.9,8.6,261,--,--,0,--,--,"6,898",--,No,03:53.4,7,--,--,--,--,00:39:58,00:40:14,--,--
Running,29/01/2024 05:42,Tangerang - W10-D2,13.01,763,01:05:36,154,184,4,172,182,05:03,03:39,9,18,1.15,8.2,9.3,247,05:03,--,0,--,--,"11,322",--,No,00:02.0,14,--,--,--,--,01:05:33,01:05:44,34,38
Running,27/01/2024 04:45,Tangerang - W10-D1,30.01,"1,786",02:42:16,152,172,4.8,173,192,05:24,04:37,17,16,1.07,8.5,9,253,05:25,--,0,--,--,"27,982",--,No,00:02.7,31,--,--,--,--,02:42:06,02:45:57,34,42
Running,24/01/2024 05:30,Tangerang - W9-D4,14.01,835,01:17:11,146,165,3.6,174,183,05:31,04:15,3,6,1.04,8.5,8.8,252,05:31,--,0,--,--,"13,430",--,No,00:02.8,15,--,--,--,--,01:17:07,01:17:11,35,38
Running,23/01/2024 06:13,Tangerang - W9-D3,5.66,338,00:40:02,128,153,2.1,174,180,07:05,05:28,8,8,0.81,9.6,7.7,269,07:05,--,0,--,--,"6,964",--,No,00:02.5,7,--,--,--,--,00:39:59,00:40:02,34,38
Running,22/01/2024 05:34,Tangerang - W9-D2,16.01,939,01:19:39,156,178,4.4,172,183,04:59,03:49,10,9,1.17,8.2,9.5,247,04:59,--,0,--,--,"13,644",--,No,00:03.2,17,--,--,--,--,01:19:28,01:19:46,35,39
Running,20/01/2024 04:09,Tangerang - W9-D1,28.01,"1,650",02:31:20,150,162,4.5,172,182,05:24,05:05,11,13,1.07,8.5,9.1,254,05:25,--,0,--,--,"25,966",--,No,00:03.2,29,--,--,--,--,02:31:09,02:34:23,34,40
Running,18/01/2024 05:57,Tangerang - W8-D4,12.01,723,01:05:41,148,179,3.7,172,181,05:28,04:16,7,18,1.05,8.5,8.9,253,05:29,--,0,--,--,"11,342",--,No,00:02.3,13,--,--,--,--,01:05:37,01:05:41,33,39
Running,16/01/2024 06:22,Tangerang - W8-D3,6.06,355,00:40:02,123,140,2.1,176,184,06:37,05:24,4,2,0.86,9.2,7.9,263,06:37,--,0,--,--,"7,028",--,No,00:01.8,8,--,--,--,--,00:40:00,00:40:02,36,40
Running,15/01/2024 05:49,Tangerang - W8-D2,13.01,770,01:05:27,158,183,4.3,171,181,05:02,03:45,9,10,1.16,8.3,9.5,249,05:02,--,0,--,--,"11,144",--,No,00:02.8,14,--,--,--,--,01:05:20,01:05:27,33,43
Running,13/01/2024 04:05,Tangerang - W8-D1,28.01,"1,631",02:31:19,148,161,4.5,176,225,05:24,04:12,14,12,1.05,8.3,8.7,249,05:25,--,0,--,--,"26,564",--,No,00:01.3,29,--,--,--,--,02:31:09,02:40:09,34,40
Running,11/01/2024 05:55,Tangerang - W7-D4,12.01,710,01:05:18,146,170,3.6,175,182,05:26,04:15,6,19,1.04,8.4,8.7,249,05:27,--,0,--,--,"11,442",--,No,00:02.5,13,--,--,--,--,01:05:15,01:05:18,33,38
Running,09/01/2024 06:07,Tangerang - W7-D3,6.06,363,00:40:02,126,146,2.2,173,181,06:36,05:32,8,3,0.87,9.3,8.1,266,06:37,--,0,--,--,"6,924",--,No,00:02.1,8,--,--,--,--,00:40:00,00:40:02,31,38
Running,08/01/2024 05:39,Tangerang - W7-D2,13.01,769,01:05:26,157,182,4.3,175,188,05:02,03:43,7,6,1.13,8.1,9,243,05:03,--,0,--,--,"11,450",--,No,00:02.3,14,--,--,--,--,01:05:20,01:06:06,35,40
Running,06/01/2024 05:31,Tangerang - W7-D1,24.01,"1,411",02:10:03,148,159,4.2,177,188,05:25,04:35,15,12,1.04,8.3,8.6,247,05:26,--,0,--,--,"23,004",--,No,00:02.3,25,--,--,--,--,02:09:56,02:12:44,35,39
Running,04/01/2024 06:35,Tangerang - W7-D4,12.01,721,01:05:56,148,175,3.7,173,181,05:29,04:14,8,11,1.05,8.5,8.9,253,05:30,--,0,--,--,"11,414",--,No,00:02.1,13,--,--,--,--,01:05:52,01:05:56,34,40
Running,02/01/2024 06:06,Tangerang - W7-D3,6.09,364,00:40:02,126,133,2.2,173,179,06:34,05:58,5,4,0.88,9.3,8.2,266,06:35,--,0,--,--,"6,900",--,No,00:02.1,8,--,--,--,--,00:40:00,00:40:02,33,39
Running,01/01/2024 06:22,Tangerang - W7-D2,13,769,01:06:48,156,184,4.2,172,182,05:08,03:44,7,8,1.13,8.3,9.3,249,05:09,--,0,--,--,"11,440",--,No,00:01.7,14,--,--,--,--,01:06:43,01:06:48,34,38
Running,30/12/2023 05:23,Tangerang - W7-D1,22.01,"1,299",01:59:42,149,157,4.1,178,188,05:26,04:41,9,5,1.03,8.3,8.5,247,05:27,--,0,--,--,"21,232",--,No,00:03.7,23,--,--,--,--,01:59:34,02:01:15,35,39
Running,28/12/2023 05:40,Tangerang - W6-D4,12.01,718,01:06:01,146,173,3.6,176,184,05:30,04:17,4,6,1.03,8.4,8.6,249,05:30,--,0,--,--,"11,606",--,No,00:01.7,13,--,--,--,--,01:05:57,01:06:01,34,39
Running,26/12/2023 06:04,Tangerang - W6-D3,6.16,363,00:40:02,125,131,2.2,173,179,06:30,05:45,3,4,0.89,9.3,8.2,265,06:31,--,0,--,--,"6,898",--,No,00:02.5,8,--,--,--,--,00:40:00,00:40:02,35,39
Treadmill Running,25/12/2023 07:48,Treadmill Running,10.75,633,00:54:55,156,170,3.9,176,186,05:07,04:00,--,--,1.1,8.2,9,245,--,--,0,--,--,"9,602",--,No,03:39.8,11,--,--,--,--,00:54:45,00:54:55,--,--
Running,23/12/2023 05:27,Tangerang - W6-D1,20.01,"1,162",01:48:49,146,156,3.8,173,180,05:26,04:49,10,13,1.06,8.5,9,253,05:27,--,0,--,--,"18,776",--,No,00:02.8,21,--,--,--,--,01:48:44,01:56:24,35,42
Running,21/12/2023 05:58,Tangerang - W5-D4,10.01,589,00:53:18,146,167,3.5,171,182,05:19,04:09,6,5,1.09,8.5,9.3,254,05:20,--,0,--,--,"9,096",--,No,00:03.1,11,--,--,--,--,00:53:13,00:53:18,34,38
Running,19/12/2023 05:53,Tangerang - W5-D3,6.57,385,00:42:07,125,136,2.3,172,178,06:24,05:58,8,9,0.91,9.3,8.4,266,06:25,--,0,--,--,"7,204",--,No,01:42.8,8,--,--,--,--,00:42:05,00:42:07,35,39
Running,18/12/2023 05:51,Tangerang - W5-D2,13.01,763,01:09:41,148,169,3.7,174,184,05:21,04:15,8,7,1.06,8.3,8.8,249,05:22,--,0,--,--,"12,184",--,No,00:02.7,14,--,--,--,--,01:09:35,01:09:41,35,38
Running,16/12/2023 05:51,Tangerang - W5-D1,20.01,"1,172",01:49:36,147,159,4,174,184,05:29,04:37,10,14,1.04,8.5,8.8,252,05:29,--,0,--,--,"19,060",--,No,00:02.9,21,--,--,--,--,01:49:29,01:54:07,34,42
Running,14/12/2023 05:33,Tangerang - W4-D4,10.01,598,00:53:04,149,173,3.7,177,188,05:18,04:15,6,16,1.06,8.2,8.7,246,05:19,--,0,--,--,"9,364",--,No,00:01.9,11,--,--,--,--,00:53:01,00:53:04,35,39
Running,12/12/2023 06:01,Tangerang - W4-D3,5.91,353,00:40:02,127,134,2.2,172,178,06:46,06:20,3,3,0.86,9.5,8.1,269,06:47,--,0,--,--,"6,850",--,No,00:02.2,7,--,--,--,--,00:39:58,00:40:02,35,38
Running,11/12/2023 05:54,Tangerang - W4-D2,13.01,796,01:11:43,156,183,4,174,184,05:31,04:12,8,6,1.03,8.5,8.7,252,05:31,--,0,--,--,"12,478",--,No,00:03.1,14,--,--,--,--,01:11:39,01:11:43,35,40
Running,09/12/2023 06:03,Tangerang - W4-D1,18.01,"1,058",01:37:11,148,157,3.9,175,187,05:24,04:19,11,10,1.05,8.4,8.8,250,05:25,--,0,--,--,"16,968",--,No,00:02.0,19,--,--,--,--,01:37:02,01:40:04,35,44
Treadmill Running,07/12/2023 13:49,Treadmill Running,10.22,633,00:59:20,146,166,3.4,174,181,05:48,05:20,--,--,0.99,8.7,8.6,256,--,--,0,--,--,"10,288",--,No,01:12.5,11,--,--,--,--,00:59:16,00:59:20,--,--
Running,05/12/2023 06:02,Tangerang - W3-D3,6.4,383,00:40:02,133,140,2.5,180,186,06:16,05:49,3,3,0.88,8.8,7.8,255,06:16,--,0,--,--,"7,166",--,No,00:01.8,8,--,--,--,--,00:40:00,00:40:02,36,40
Treadmill Running,04/12/2023 05:58,Treadmill Running,13,890,01:13:15,163,178,4.8,174,196,05:38,04:25,--,--,0.98,8.7,8.6,256,--,--,0,--,--,"12,740",--,No,03:33.1,13,--,--,--,--,01:13:04,01:13:15,--,--
Running,02/12/2023 05:35,Tangerang - W3-D1,16.01,967,01:28:57,150,165,3.7,178,187,05:33,04:45,15,16,1.01,8.4,8.4,249,05:34,--,0,--,--,"15,746",--,No,00:02.2,17,--,--,--,--,01:28:50,01:33:14,33,42
Treadmill Running,30/11/2023 06:09,Treadmill Running,12,784,01:12:24,149,171,3.8,172,180,06:02,05:27,--,--,0.94,9.1,8.5,263,--,--,0,--,--,"12,418",--,No,04:14.2,12,--,--,--,--,01:12:14,01:12:24,--,--
Running,28/11/2023 05:56,Tangerang - W2-D3,5.73,341,00:40:03,127,141,2.1,175,181,06:59,04:50,1,2,0.81,9.5,7.7,267,07:00,--,0,--,--,"7,000",--,No,00:02.5,7,--,--,--,--,00:40:01,00:40:03,36,40
Running,27/11/2023 05:44,Tangerang - W2-D2,6.59,400,00:38:40,144,172,3,172,201,05:52,02:55,68,63,0.97,8.8,8.4,257,05:52,--,0,--,--,"6,648",--,No,00:03.5,25,--,--,--,--,00:38:36,00:38:40,33,46
Running,25/11/2023 05:52,Tangerang - W2-D1,14.01,877,01:18:20,154,165,3.9,177,187,05:35,04:36,11,9,1.01,8.4,8.5,250,05:36,--,0,--,--,"13,818",--,No,00:03.4,15,--,--,--,--,01:18:16,01:19:58,35,43
Running,23/11/2023 05:57,Tangerang - W1-D4,10.01,609,00:58:06,144,153,3.2,177,184,05:48,05:25,9,11,0.97,8.6,8.3,253,05:49,--,0,--,--,"10,250",--,No,00:02.1,11,--,--,--,--,00:58:03,00:58:06,36,45
Running,21/11/2023 05:43,Tangerang - W1-D3,7.94,467,00:49:05,132,158,2.5,175,184,06:11,04:12,13,10,0.91,8.9,8.1,258,06:11,--,0,--,--,"8,590",--,No,00:03.8,19,--,--,--,--,00:48:58,00:49:05,36,42
Running,20/11/2023 05:51,Tangerang - W1-D2,8.01,477,00:47:43,136,149,2.9,178,187,05:57,05:08,7,4,0.93,8.6,8,253,05:58,--,0,--,--,"8,504",--,No,00:02.7,9,--,--,--,--,00:47:40,00:47:43,36,41
Running,18/11/2023 05:47,Tangerang - W1-D1,8.85,523,01:00:02,127,133,2.4,175,181,06:47,05:50,10,16,0.84,9.3,7.8,264,06:47,--,0,--,--,"10,536",--,No,00:02.3,10,--,--,--,--,00:59:58,01:00:02,35,41
Running,14/11/2023 05:37,Tangerang Running,12.01,729,01:06:24,149,158,3.5,176,184,05:32,04:48,10,23,1.02,8.4,8.6,250,05:32,--,0,--,--,"11,660",--,No,00:02.2,13,--,--,--,--,01:06:19,01:06:29,34,43
