Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,17/03/2024 18:49,FALSE,Tangerang - Base,10.26,623,00:54:41,174,191,4.5,174,187,05:20,04:14,37,35,1.07,8.5,9.1,244,05:20,251,0,249,309,--,--,--,"9,490",29,No,01:13.6,11,31,--,--,--,--,--,--,--,--,00:54:38,00:55:04,29,46
Running,13/04/2025 06:06,FALSE,Jakarta Running,10.23,593,01:03:51,153,163,3.4,176,190,06:14,04:06,32,23,0.91,9.1,8.2,253,06:14,203,0,201,325,--,--,--,"11,192",29,No,01:28.7,11,32,--,--,--,--,--,--,--,--,01:03:47,01:03:51,-1,22
Running,15/02/2024 17:56,FALSE,Tangerang Running,10.23,601,01:11:15,155,173,2.9,169,181,06:58,05:19,25,29,0.85,9.8,8.3,266,06:57,185,0,183,247,--,--,--,"12,058",31,No,01:40.5,11,33,--,--,--,--,--,--,--,--,01:10:53,01:11:15,30,49
Running,12/11/2023 06:00,FALSE,Jakarta Running,10.22,569,00:49:32,184,196,4.9,173,188,04:51,03:31,25,17,1.19,8.1,9.6,236,04:50,264,0,261,385,--,--,--,"8,582",30,No,00:56.5,11,32,--,--,--,--,--,--,--,--,00:49:18,00:49:32,7,17
Treadmill Running,03/02/2024 21:05,FALSE,Treadmill Running,10.14,474,01:00:01,147,156,2.7,176,188,05:55,04:50,--,--,0.96,8.8,8.5,249,--,209,0,207,266,--,--,--,"10,520",--,No,00:49.1,11,--,--,--,--,--,--,--,--,--,00:59:43,01:00:49,--,--
Running,22/11/2023 17:38,FALSE,Tangerang - Quality Session,10.12,593,00:57:19,177,194,4.2,168,214,05:40,03:07,5,11,1.05,9.1,9.4,255,05:39,236,0,226,402,--,--,--,"9,624",32,No,00:03.2,26,34,--,--,--,--,--,--,--,--,00:57:06,00:57:19,32,39
Running,18/08/2024 06:00,FALSE,Tangerang - Quality Session,10.06,556,00:44:20,183,199,5,179,205,04:25,02:50,8,11,1.26,7.6,9.5,223,04:26,285,0,283,424,--,--,--,"7,896",27,No,00:08.8,11,31,--,--,--,--,--,--,--,--,00:44:17,00:44:20,38,48
Running,12/06/2024 20:12,FALSE,Tangerang - Quality Session,10.06,597,00:56:20,163,181,3.7,177,186,05:36,04:29,28,12,1,8.6,8.5,244,05:35,244,0,238,307,--,--,--,"9,944",28,No,00:01.2,18,32,--,--,--,--,--,--,--,--,00:56:15,00:56:20,39,48
Treadmill Running,28/02/2024 18:06,FALSE,Treadmill Running,10.02,520,00:51:15,164,184,3.7,186,200,05:07,04:15,--,--,1.06,7.8,8.2,228,--,236,0,233,291,--,--,--,"9,468",--,No,00:04.4,11,--,--,--,--,--,--,--,--,--,00:50:43,00:51:15,--,--
Running,11/02/2025 19:03,FALSE,Tangerang - Easy Run,10.01,523,00:58:02,148,157,3,175,188,05:48,03:55,14,50,0.98,8.7,8.5,246,05:48,206,0,203,328,--,--,--,"10,196",30,No,02:19.0,11,32,--,--,--,--,--,--,--,--,00:57:46,00:58:02,16,23
Running,09/02/2025 06:08,FALSE,Tangerang Running,10.01,549,01:02:02,149,168,3,169,205,06:12,03:56,21,20,0.95,8.9,8.4,250,06:09,198,0,191,340,--,--,--,"10,616",27,No,00:04.0,11,30,--,--,--,--,--,--,--,--,01:00:45,01:02:02,39,48
Running,11/09/2024 20:01,FALSE,Tangerang - Quality Session,10.01,601,00:53:13,177,196,4.5,172,250,05:19,03:26,11,12,1.08,8.3,8.9,242,05:17,249,0,236,364,--,--,--,"9,174",29,No,01:30.8,16,32,--,--,--,--,--,--,--,--,00:53:07,00:53:13,14,21
Running,25/07/2024 19:08,FALSE,Tangerang Running,10.01,604,01:01:11,151,172,3.2,175,202,06:07,03:33,92,92,0.92,9.2,8.3,254,06:09,218,0,215,319,--,--,--,"10,672",29,No,00:03.3,11,31,--,--,--,--,--,--,--,--,01:01:09,01:01:11,31,54
Running,09/11/2024 17:44,FALSE,Tangerang Running,10,592,01:01:15,153,169,3.4,173,185,06:07,05:08,5,20,0.94,9.2,8.7,256,06:09,208,0,206,256,--,--,--,"10,544",28,No,00:01.2,11,30,--,--,--,--,--,--,--,--,01:01:13,01:01:15,7,25
Running,03/10/2024 18:49,FALSE,Tangerang Running,10,569,00:59:52,146,177,3.2,174,193,05:59,03:44,7,20,0.96,8.9,8.4,249,05:59,217,0,209,371,--,--,--,"10,430",29,No,00:00.7,11,31,--,--,--,--,--,--,--,--,00:59:22,00:59:52,8,23
Running,19/05/2024 06:10,FALSE,Jakarta - Quality Session,10,575,00:44:42,191,203,5,172,195,04:28,03:36,27,26,1.3,7.8,10.2,232,04:28,303,0,301,401,--,--,--,"7,668",30,No,00:02.0,11,32,--,--,--,--,--,--,--,--,00:44:40,00:44:42,11,28
Running,10/12/2023 05:29,FALSE,Tangerang Running,10,519,00:45:19,182,200,4.9,172,184,04:32,03:33,10,6,1.27,7.9,10.1,232,04:34,281,0,277,362,--,--,--,"7,818",28,No,00:00.8,11,31,--,--,--,--,--,--,--,--,00:45:16,00:45:22,36,46
Running,19/10/2024 05:34,FALSE,Tangerang - Quality Session,9.95,546,00:52:21,158,179,3.7,179,192,05:16,04:15,16,16,1.05,8.3,8.7,237,05:16,239,0,235,289,--,--,--,"9,346",25,No,04:38.9,10,30,--,--,--,--,--,--,--,--,00:52:20,00:52:21,36,46
Running,26/11/2023 06:00,FALSE,Jakarta Running,9.85,536,00:48:33,178,194,4.5,169,188,04:56,03:04,22,19,1.2,8.5,10.2,245,04:56,266,0,261,412,--,--,--,"8,174",28,No,03:57.8,10,30,--,--,--,--,--,--,--,--,00:48:27,00:48:33,16,31
Running,06/06/2024 20:37,FALSE,Tangerang - Quality Session,9.42,587,00:55:01,165,196,3.7,160,214,05:50,03:11,22,9,1.02,8.1,8,238,05:48,256,0,213,412,--,--,--,"8,940",30,No,00:01.3,26,33,--,--,--,--,--,--,--,--,00:54:22,00:55:01,35,51
Running,11/12/2024 18:57,FALSE,Tangerang - Quality Session,9.29,507,00:45:01,167,191,4,174,191,04:51,03:38,15,14,1.18,8.1,9.5,235,04:51,274,0,262,401,--,--,--,"7,848",29,No,02:45.1,10,30,--,--,--,--,--,--,--,--,00:44:54,00:45:05,22,29
Running,06/12/2023 18:57,FALSE,Tangerang - Quality Session,9.22,515,00:50:33,167,186,3.9,171,184,05:29,03:08,32,23,1.07,8.6,9.1,246,05:26,241,0,232,336,--,--,--,"8,674",28,No,00:05.3,13,30,--,--,--,--,--,--,--,--,00:50:14,00:51:24,35,47
Running,05/05/2024 06:37,FALSE,Jakarta Running,9.2,537,01:02:43,143,157,2.7,169,182,06:49,04:54,22,26,0.87,9.5,8.3,265,06:43,201,0,198,295,--,--,--,"10,616",30,No,01:41.0,10,32,--,--,--,--,--,--,--,--,01:02:40,01:02:43,11,28
Running,02/12/2023 16:42,FALSE,Tangerang - Quality Session,9.2,534,00:52:35,175,193,3.9,169,189,05:43,03:05,6,5,1.02,9.1,9.2,256,05:48,228,0,221,379,--,--,--,"8,868",32,No,00:00.9,23,33,--,--,--,--,--,--,--,--,00:52:30,00:53:01,20,27
Running,01/01/2025 18:24,FALSE,Tangerang Running,9.18,519,00:52:24,156,164,3.1,177,186,05:43,04:38,37,41,0.99,8.6,8.5,244,05:42,221,0,219,291,--,--,--,"9,280",28,No,00:54.0,10,31,--,--,--,--,--,--,--,--,00:52:14,00:52:24,19,35
Running,07/08/2024 19:33,FALSE,Tangerang - Quality Session,9.17,543,00:50:05,168,191,3.9,180,194,05:28,03:54,15,8,1.02,8.4,8.4,239,05:26,238,0,228,317,--,--,--,"8,976",29,No,00:01.1,11,32,--,--,--,--,--,--,--,--,00:50:03,00:50:05,22,33
Running,28/11/2024 18:34,FALSE,Tangerang - Quality Session,9.15,515,00:45:45,168,196,4,170,196,05:00,03:32,9,13,1.17,8.3,9.7,240,05:01,262,0,253,382,--,--,--,"7,800",29,No,00:44.7,11,31,--,--,--,--,--,--,--,--,00:45:12,00:45:45,15,26
Running,05/06/2024 19:39,FALSE,Tangerang - Quality Session,9.13,541,00:49:24,168,191,3.8,178,194,05:25,04:03,13,4,1.03,8.4,8.6,241,05:25,250,0,242,330,--,--,--,"8,776",30,No,02:36.4,10,32,--,--,--,--,--,--,--,--,00:49:21,00:49:24,35,46
Running,13/11/2024 18:51,FALSE,Tangerang - Quality Session,9.1,513,00:47:26,169,186,3.8,172,187,05:13,03:51,10,21,1.1,8.6,9.4,244,05:15,252,0,243,390,--,--,--,"8,160",29,No,01:07.4,12,31,--,--,--,--,--,--,--,--,00:47:21,00:47:26,18,31
Running,17/12/2024 18:33,FALSE,Tangerang - Quality Session,9.01,496,00:42:19,174,193,4.1,172,231,04:42,03:26,12,13,1.22,7.9,9.5,231,04:42,285,0,267,369,--,--,--,"7,226",29,No,00:00.4,19,31,--,--,--,--,--,--,--,--,00:42:12,00:42:19,26,31
Running,09/10/2024 19:43,FALSE,Tangerang - Quality Session,9.01,528,00:51:19,162,185,3.6,173,247,05:42,03:20,17,23,1,8.6,8.4,245,05:42,236,0,219,360,--,--,--,"8,864",30,No,01:29.8,17,33,--,--,--,--,--,--,--,--,00:51:00,00:51:19,29,40
Running,07/01/2024 06:48,FALSE,Tangerang Running,9.01,514,00:52:49,164,189,3.5,171,250,05:52,03:45,12,4,1,9.1,9,255,05:50,221,0,217,349,--,--,--,"9,010",29,No,00:03.1,10,32,--,--,--,--,--,--,--,--,00:52:43,00:55:39,30,40
Running,19/02/2025 16:39,FALSE,Tangerang Running,9,479,00:53:01,147,163,3,176,188,05:53,04:29,31,30,0.96,8.7,8.3,245,05:51,204,0,201,277,--,--,--,"9,386",30,No,00:01.7,10,32,--,--,--,--,--,--,--,--,00:52:35,00:53:01,32,40
Running,28/01/2025 18:00,FALSE,Tangerang - Easy Run,9,508,00:51:10,156,167,3.2,177,222,05:41,04:47,29,33,0.99,8.6,8.5,243,05:39,218,0,216,261,--,--,--,"9,076",29,No,00:01.0,10,30,--,--,--,--,--,--,--,--,00:51:04,00:51:10,27,40
Treadmill Running,17/02/2025 18:27,FALSE,Easy Run,8.63,342,00:50:02,131,142,2,184,196,05:48,04:31,--,--,0.94,8.4,7.9,240,--,195,0,194,257,--,--,--,"9,152",--,No,00:02.1,10,--,--,--,--,--,--,--,--,--,00:49:49,00:50:02,--,--
Running,27/03/2024 19:33,FALSE,Tangerang - Quality Session,8.63,508,00:46:45,167,191,3.7,176,221,05:25,02:46,12,11,1.04,8.6,8.7,243,05:25,257,0,243,450,--,--,--,"8,182",29,No,00:01.4,21,31,--,--,--,--,--,--,--,--,00:46:37,00:46:45,36,43
Running,06/11/2024 19:36,FALSE,Tangerang - Quality Session,8.54,495,00:46:19,169,192,3.8,172,250,05:26,03:23,26,38,1.06,8.7,9,248,05:28,251,0,233,369,--,--,--,"7,912",29,No,00:01.0,17,31,--,--,--,--,--,--,--,--,00:46:10,00:46:19,15,32
Running,19/06/2024 19:50,FALSE,Tangerang - Quality Session,8.54,524,00:49:01,163,180,3.5,177,192,05:44,04:32,8,14,0.98,8.5,8.3,243,05:44,240,0,231,309,--,--,--,"8,696",30,No,00:00.9,15,32,--,--,--,--,--,--,--,--,00:48:27,00:49:01,29,41
Running,14/04/2024 06:11,FALSE,Jakarta Running,8.52,543,00:48:02,174,195,4.1,170,192,05:38,04:02,4,--,1.04,8.8,9.1,250,05:37,242,0,236,362,--,--,--,"8,212",29,No,02:47.1,9,31,--,--,--,--,--,--,--,--,00:47:46,00:48:47,20,25
Treadmill Running,26/01/2025 14:58,FALSE,Easy Run,8.48,449,00:46:13,153,165,3.1,189,206,05:27,04:16,--,--,0.97,8,7.7,231,--,214,0,213,283,--,--,--,"8,710",--,No,00:14.8,10,--,--,--,--,--,--,--,--,--,00:46:07,00:46:13,--,--
Running,14/12/2024 06:50,FALSE,Tangerang Running,8.4,475,00:52:17,146,167,2.8,174,192,06:14,04:26,8,12,0.92,9.1,8.4,254,06:13,208,0,205,305,--,--,--,"9,088",29,No,02:31.7,9,31,--,--,--,--,--,--,--,--,00:52:14,00:54:31,27,33
Running,07/03/2025 06:19,FALSE,Tangerang Running,8.31,451,00:52:58,135,149,2.5,170,188,06:22,04:52,20,10,0.92,8.8,8.1,248,06:19,200,0,193,263,--,--,--,"9,016",28,No,01:51.9,9,30,--,--,--,--,--,--,--,--,00:51:07,00:58:17,32,39
Running,13/08/2024 06:10,FALSE,Tangerang Running,8.28,471,00:55:32,139,153,2.5,174,197,06:43,05:33,13,4,0.85,9.4,8,258,06:41,187,0,186,237,--,--,--,"9,710",26,No,01:46.2,9,28,--,--,--,--,--,--,--,--,00:55:26,00:55:37,47,57
Running,02/01/2025 06:44,FALSE,Tangerang Running,8.26,464,00:54:03,143,171,2.9,165,188,06:33,04:10,12,10,0.91,8.8,8,249,06:32,202,0,187,308,--,--,--,"8,954",27,No,01:15.6,9,30,--,--,--,--,--,--,--,--,00:53:36,00:54:04,37,47
Running,26/03/2024 17:32,FALSE,Tangerang Running,8.18,486,00:52:40,153,184,3.1,171,186,06:26,03:58,8,18,0.9,9.5,8.5,261,06:27,214,0,208,374,--,--,--,"9,018",30,No,00:43.5,9,31,--,--,--,--,--,--,--,--,00:52:37,00:52:40,24,37
Running,18/01/2025 06:41,FALSE,Tangerang Running,8.16,465,00:49:44,152,169,3.2,175,192,06:06,04:07,12,11,0.94,9,8.4,251,06:04,207,0,202,319,--,--,--,"8,694",25,No,01:00.5,9,28,--,--,--,--,--,--,--,--,00:49:35,00:49:44,35,41
Running,18/07/2024 18:39,FALSE,Tangerang Running,8.12,477,00:48:09,153,171,3.1,176,192,05:56,03:50,75,77,0.94,8.9,8.3,250,05:59,224,0,221,323,--,--,--,"8,474",31,No,00:31.6,9,32,--,--,--,--,--,--,--,--,00:48:07,00:48:09,29,52
Running,29/11/2023 17:58,FALSE,Tangerang - Quality Session,8.12,464,00:48:04,166,187,3.5,160,200,05:55,03:06,8,19,1.05,8.7,8.9,251,05:52,236,0,211,388,--,--,--,"7,798",30,No,00:02:00,16,32,--,--,--,--,--,--,--,--,00:47:50,00:48:04,23,36
Running,08/02/2024 19:08,FALSE,Tangerang Running,8.11,476,00:45:36,172,184,3.9,174,188,05:37,04:59,44,21,1.02,8.7,8.8,246,05:35,227,0,225,270,--,--,--,"7,968",31,No,00:40.7,9,32,--,--,--,--,--,--,--,--,00:45:28,00:45:36,19,46
Treadmill Running,02/02/2024 07:56,FALSE,Treadmill Running,8.08,417,00:47:31,156,183,3.3,172,192,05:53,04:27,--,--,0.99,9,8.9,254,--,216,0,211,285,--,--,--,"8,178",--,No,00:28.7,9,--,--,--,--,--,--,--,--,--,00:47:11,00:47:31,--,--
Running,15/04/2025 06:35,FALSE,Tangerang Running,8.07,458,00:52:26,147,161,3.1,179,188,06:30,05:09,9,11,0.86,9.1,7.8,252,06:29,192,0,192,262,--,--,--,"9,362",29,No,00:29.4,9,31,--,--,--,--,--,--,--,--,00:52:23,00:52:26,38,43
Running,08/10/2024 06:12,FALSE,Tangerang Running,8.06,449,00:54:30,138,151,2.5,175,190,06:46,05:30,9,9,0.84,9.4,7.9,258,06:44,186,0,185,245,--,--,--,"9,536",28,No,00:23.1,9,31,--,--,--,--,--,--,--,--,00:54:22,00:54:51,39,44
Treadmill Running,21/02/2024 18:21,FALSE,Treadmill Running,8.02,431,00:42:56,163,187,3.5,178,190,05:21,04:26,--,--,1.05,8.4,8.8,240,--,232,0,227,280,--,--,--,"7,598",--,No,00:05.5,9,--,--,--,--,--,--,--,--,--,00:42:41,00:42:56,--,--
Running,07/12/2024 06:18,FALSE,Tangerang Running,8.01,458,00:54:44,148,171,2.8,172,192,06:50,04:35,12,22,0.85,9.6,8,260,06:50,193,0,183,316,--,--,--,"9,432",28,No,00:02.3,9,31,--,--,--,--,--,--,--,--,00:54:34,00:54:44,26,40
Running,05/12/2024 20:08,FALSE,Tangerang Running,8.01,472,00:46:55,162,188,3.3,173,184,05:51,04:00,28,42,0.99,9,8.8,252,05:50,230,0,218,339,--,--,--,"8,080",29,No,00:02.5,9,31,--,--,--,--,--,--,--,--,00:46:52,00:46:55,25,39
Running,29/07/2024 19:27,FALSE,Tangerang Running,8.01,465,00:53:10,144,167,2.4,174,186,06:38,04:06,34,27,0.86,9.4,8.1,259,06:38,199,0,196,328,--,--,--,"9,238",30,No,00:02.2,9,33,--,--,--,--,--,--,--,--,00:53:07,00:53:10,28,42
Running,17/04/2024 19:22,FALSE,Tangerang Running,8.01,485,00:46:45,160,175,3.4,172,188,05:50,04:20,22,27,0.99,9,8.9,253,05:51,231,0,230,307,--,--,--,"8,030",28,No,00:03.2,9,31,--,--,--,--,--,--,--,--,00:46:43,00:46:45,21,32
Running,20/11/2024 18:07,FALSE,Tangerang Running,8,486,00:52:03,155,169,3.1,172,188,06:30,05:26,--,16,0.9,9.4,8.4,260,06:31,196,0,194,243,--,--,--,"8,926",28,No,00:01.3,9,30,--,--,--,--,--,--,--,--,00:51:58,00:52:03,5,22
Running,29/10/2024 19:09,FALSE,Tangerang - Base,8,465,00:43:49,165,178,3.5,175,188,05:29,04:53,32,42,1.04,8.6,9,245,05:28,235,0,233,301,--,--,--,"7,658",31,No,00:00.5,9,33,--,--,--,--,--,--,--,--,00:43:47,00:43:49,23,39
Running,01/10/2024 06:15,FALSE,Tangerang Running,8,448,00:56:16,138,152,2.4,173,184,07:02,06:05,12,11,0.82,9.7,8,263,07:02,180,0,179,236,--,--,--,"9,726",27,No,00:01.1,9,31,--,--,--,--,--,--,--,--,00:56:15,00:56:16,40,47
Running,12/12/2023 19:41,FALSE,Tangerang Running,8,449,00:46:10,161,180,3.3,167,177,05:46,04:21,27,28,1.04,9.1,9.5,257,05:44,229,0,226,302,--,--,--,"7,728",30,No,00:02.6,9,32,--,--,--,--,--,--,--,--,00:45:57,00:48:19,30,38
Running,30/11/2023 18:42,FALSE,Tangerang Running,8,435,00:51:23,146,156,2.7,167,174,06:25,05:07,8,12,0.94,9.6,9,266,06:25,202,0,200,272,--,--,--,"8,570",29,No,00:02.0,9,30,--,--,--,--,--,--,--,--,00:51:15,00:51:23,30,38
Running,16/05/2024 19:21,FALSE,Tangerang - Quality Session,7.91,468,00:43:01,167,188,3.6,174,191,05:26,03:47,14,5,1.05,8.6,8.9,245,05:26,257,0,246,382,--,--,--,"7,462",30,No,00:01.1,12,32,--,--,--,--,--,--,--,--,00:42:57,00:43:01,36,48
Running,16/12/2023 16:45,FALSE,Sambas - Quality Session,7.81,435,00:41:21,176,193,3.7,169,248,05:18,03:30,6,9,1.1,8.7,9.5,248,05:20,251,0,239,380,--,--,--,"7,032",31,No,00:02:00,10,34,--,--,--,--,--,--,--,--,00:41:18,00:42:37,2,12
Running,29/01/2024 19:35,FALSE,Tangerang - Base,7.75,449,00:42:03,174,188,4.2,171,186,05:26,04:15,24,27,1.08,8.8,9.4,249,05:25,238,0,237,301,--,--,--,"7,180",30,No,00:03.0,9,32,--,--,--,--,--,--,--,--,00:42:01,00:42:03,29,38
Running,11/03/2025 17:20,FALSE,Tangerang - Quality Session,7.73,440,00:40:00,167,188,3.6,178,192,05:10,02:46,19,27,1.08,8.2,8.7,235,05:10,249,0,238,407,--,--,--,"7,080",31,No,00:02:00,13,34,--,--,--,--,--,--,--,--,00:39:39,00:40:00,22,36
Treadmill Running,24/02/2025 16:49,FALSE,Treadmill Running,7.58,294,00:45:02,129,139,1.7,183,198,05:57,04:21,--,--,0.92,8.6,7.9,243,--,191,0,190,249,--,--,--,"8,206",--,No,03:27.6,8,--,--,--,--,--,--,--,--,--,00:44:52,00:45:02,--,--
Running,06/10/2024 06:59,FALSE,Tangerang Running,7.47,422,00:47:34,142,157,2.6,174,233,06:22,04:59,8,13,0.9,9.2,8.2,255,06:21,198,0,196,275,--,--,--,"8,268",29,No,03:06.2,8,31,--,--,--,--,--,--,--,--,00:47:31,00:48:25,43,53
Running,13/03/2024 18:20,FALSE,Tangerang - Quality Session,7.36,427,00:41:51,167,187,3.5,175,193,05:41,03:47,8,9,1.01,8.8,8.8,248,05:41,231,0,225,364,--,--,--,"7,282",31,No,00:43.9,15,32,--,--,--,--,--,--,--,--,00:41:44,00:41:51,33,38
Treadmill Running,24/11/2023 19:25,FALSE,Treadmill Running,7.35,402,00:37:47,173,186,3.8,187,226,05:08,02:49,--,--,1.03,7.9,8,227,--,240,0,230,368,--,--,--,"7,026",--,No,01:44.6,8,--,--,--,--,--,--,--,--,--,00:37:29,00:37:47,--,--
Running,05/12/2023 19:09,FALSE,Tangerang - Base,7.3,415,00:39:04,173,184,3.8,171,177,05:21,04:31,27,21,1.09,8.7,9.5,248,05:18,242,0,240,282,--,--,--,"6,672",30,No,00:03.8,9,31,--,--,--,--,--,--,--,--,00:39:03,00:39:04,37,48
Running,07/11/2024 18:41,FALSE,Tangerang Running,7.29,420,00:43:38,148,168,3.1,171,190,05:59,03:22,8,12,0.97,9.2,8.8,256,06:02,217,0,210,377,--,--,--,"7,458",28,No,01:01.9,8,30,--,--,--,--,--,--,--,--,00:43:27,00:43:38,15,23
Running,18/12/2024 06:27,FALSE,Tangerang Running,7.26,406,00:42:54,144,168,2.8,168,188,05:55,04:40,16,13,1,8.6,8.5,244,05:54,220,0,209,289,--,--,--,"7,260",28,No,01:16.0,8,32,--,--,--,--,--,--,--,--,00:41:17,00:42:54,30,36
Running,10/09/2024 06:09,FALSE,Tangerang Running,7.22,410,00:48:12,140,155,2.6,172,184,06:40,05:14,10,7,0.87,9.5,8.3,261,06:40,188,0,188,240,--,--,--,"8,314",27,No,01:30.9,8,30,--,--,--,--,--,--,--,--,00:48:10,00:48:12,38,43
Treadmill Running,31/05/2024 19:04,FALSE,Base,7.18,390,00:42:02,151,166,2.8,180,194,05:51,04:37,--,--,0.95,8.6,8.1,244,--,219,0,217,295,--,--,--,"7,554",--,No,00:01.8,9,--,--,--,--,--,--,--,--,--,00:41:52,00:42:02,--,--
Treadmill Running,09/12/2024 18:48,FALSE,Treadmill Running,7.16,385,00:42:46,145,155,2.5,174,183,05:58,05:14,--,--,0.97,9,8.7,253,--,207,0,206,242,--,--,--,"7,416",--,No,00:56.3,8,--,--,--,--,--,--,--,--,--,00:42:36,00:42:46,--,--
Running,14/03/2024 18:57,FALSE,Tangerang - Base,7.15,415,00:39:02,169,183,3.7,174,184,05:28,04:13,20,25,1.06,8.6,9.1,244,05:23,238,0,236,328,--,--,--,"6,786",29,No,00:02.2,9,31,--,--,--,--,--,--,--,--,00:38:58,00:39:02,27,38
Running,06/03/2025 06:52,FALSE,Tangerang - Quality Session,7.08,384,00:36:53,159,182,3.5,171,236,05:12,03:53,9,9,1.11,7.9,8.7,231,05:12,248,0,232,334,--,--,--,"6,348",29,No,03:20.1,8,32,--,--,--,--,--,--,--,--,00:36:44,00:36:59,24,31
Treadmill Running,30/12/2024 18:34,FALSE,Treadmill Running,7.08,438,00:41:34,159,176,3.4,174,219,05:52,03:59,--,--,0.98,8.9,8.8,251,--,211,0,209,307,--,--,--,"7,244",--,No,00:18.4,8,--,--,--,--,--,--,--,--,--,00:41:17,00:41:34,--,--
Running,31/10/2024 19:23,FALSE,Tangerang - VO2 Max,7.08,403,00:35:06,174,194,3.8,169,226,04:58,03:19,25,32,1.16,8.1,9.2,235,04:59,268,0,250,402,--,--,--,"6,004",29,No,00:00.7,20,32,--,--,--,--,--,--,--,--,00:35:03,00:35:06,26,40
Treadmill Running,16/02/2025 16:57,FALSE,Treadmill Running,7.03,315,00:40:01,137,150,2.2,189,203,05:42,04:54,--,--,0.93,8.1,7.6,234,--,196,0,195,238,--,--,--,"7,556",--,No,00:08.9,8,--,--,--,--,--,--,--,--,--,00:39:52,00:40:01,--,--
Treadmill Running,24/05/2024 19:15,FALSE,Treadmill Running,7.02,386,00:43:53,147,159,2.5,173,180,06:15,05:44,--,--,0.93,9.2,8.5,256,--,209,0,208,234,--,--,--,"7,594",--,No,00:07.9,8,--,--,--,--,--,--,--,--,--,00:43:41,00:43:53,--,--
Running,23/02/2025 17:48,FALSE,Tangerang - Easy Run,7.01,377,00:42:07,148,160,2.7,176,192,06:00,03:13,15,31,0.94,8.9,8.3,249,06:02,200,0,196,354,--,--,--,"7,366",29,No,00:00:00,18,32,--,--,--,--,--,--,--,--,00:41:51,00:42:07,24,45
Treadmill Running,10/02/2025 18:41,FALSE,Treadmill Running,7.01,237,00:43:37,120,133,1.1,184,194,06:13,05:36,--,--,0.87,8.7,7.6,245,--,182,0,181,208,--,--,--,"7,970",--,No,00:01.9,8,--,--,--,--,--,--,--,--,--,00:43:27,00:43:37,--,--
Treadmill Running,12/11/2024 17:40,FALSE,Treadmill Running,7.01,411,00:41:07,156,173,3.2,176,195,05:52,04:29,--,--,0.97,8.8,8.5,247,--,212,0,208,274,--,--,--,"7,244",--,No,00:04.8,8,--,--,--,--,--,--,--,--,--,00:40:32,00:41:07,--,--
Running,21/08/2024 19:44,FALSE,Tangerang Running,7.01,420,00:41:39,155,167,3.2,178,188,05:57,04:25,19,24,0.95,8.8,8.3,247,05:56,212,0,212,296,--,--,--,"7,390",30,No,00:03.6,8,32,--,--,--,--,--,--,--,--,00:41:36,00:41:39,26,38
Treadmill Running,30/07/2024 17:39,FALSE,Treadmill Running,7.01,355,00:41:49,140,155,2.2,177,190,05:58,04:38,--,--,0.95,8.8,8.4,249,--,213,0,212,280,--,--,--,"7,368",--,No,00:01.5,8,--,--,--,--,--,--,--,--,--,00:41:34,00:41:49,--,--
Treadmill Running,03/07/2024 17:49,FALSE,Quality Session,7.01,407,00:40:08,157,188,3.3,175,194,05:44,04:24,--,--,1,8.7,8.7,248,--,233,0,225,292,--,--,--,"6,980",--,No,00:02.2,12,--,--,--,--,--,--,--,--,--,00:39:36,00:41:07,--,--
Treadmill Running,13/06/2024 18:44,FALSE,Treadmill Running,7.01,413,00:44:35,151,165,2.9,173,187,06:22,05:28,--,--,0.91,9.3,8.5,258,--,205,0,204,254,--,--,--,"7,692",--,No,00:02.2,8,--,--,--,--,--,--,--,--,--,00:44:21,00:44:35,--,--
Treadmill Running,27/05/2024 19:14,FALSE,Base,7.01,435,00:42:04,159,171,3.2,174,188,06:00,04:34,--,--,0.96,9,8.6,253,--,218,0,216,283,--,--,--,"7,294",--,No,00:04.4,8,--,--,--,--,--,--,--,--,--,00:41:53,00:42:04,--,--
Running,12/03/2024 19:12,FALSE,Tangerang Running,7.01,405,00:39:19,165,181,3.5,176,185,05:36,04:19,21,24,1.02,8.7,8.8,246,05:35,230,0,228,336,--,--,--,"6,884",30,No,00:03.1,8,31,--,--,--,--,--,--,--,--,00:39:16,00:39:30,30,38
Treadmill Running,01/03/2024 18:10,FALSE,Treadmill Running,7.01,389,00:39:29,159,176,3.3,181,195,05:38,04:31,--,--,0.98,8.4,8.3,241,--,217,0,215,282,--,--,--,"7,104",--,No,00:04.0,8,--,--,--,--,--,--,--,--,--,00:39:17,00:39:29,--,--
Running,17/01/2025 18:55,FALSE,Tangerang Running,7,402,00:44:48,154,168,2.7,170,182,06:24,03:45,17,22,0.92,9.1,8.4,257,06:21,200,0,194,342,--,--,--,"7,592",29,No,00:01.1,8,31,--,--,--,--,--,--,--,--,00:44:47,00:44:48,32,45
